session_id,uri,title,description,language,speakers,start_time,end_time,room,type,tags
L7P8TS,https://coscup.org/2025/sessions/L7P8TS,COSCUP x HIT 對駭客提問 AMA：從攻擊者的視角看開發與資安！,# 🔍 COSCUP x HIT｜對駭客提問 AMA：從攻擊者的視角看開發與資安！ 你是否曾想過，自己開發出的網站，竟然有駭客能夠任意變更內容？ 這並不是虛構情節——這正是我們其中一位講者的真實受駭經歷，也讓他從一名平凡的開發者，踏上了駭客之路。 在你以為一切都「設計良好」的地方，駭客卻能做到你無法想像的事。 這場對談，我們邀請到三位活躍於知名社群、資安戰隊、在國際舞台活躍的駭客們：🐟Vincent、🪶 ShallowFeather、🐈 Ching 以駭客思維，回答大家的提問。 ## 📌 活動資訊 * 活動形式：AMA 問答（使用 Slido 進行提問與投票），並於現場由駭客們進行回答 * 參與方式：於 Slido 上進行提問，已開放提問～～ * Slido 連結：https://app.sli.do/event/8Nir2UnuYzep3K3jq9EyJU ## 💬 他們會聊什麼？ * 駭客可以做到什麼？怎麼駭進一個網站 / 破解一個軟體的？ * 開發者應該怎麼開發 / 檢查自己的程式才比較不會出事？ * 如何成為一個駭客？從哪裡開始學？ 🫵 你可以在 Slido 投出你的問題，讓駭客們現場回答你最想知道的事！,Mandarin,"Y9NX3L, MDSM7S, MBWGEV",2025-08-09T15:30:00+08:00,2025-08-09T16:30:00+08:00,83,441,"language_zhtw, difficulty_elementary"
MK8KSX,https://coscup.org/2025/sessions/MK8KSX,（中英雙語）走入正念: 職場及社群參與身心靈平衡經驗分享,"歡迎參加我們為時3小時沉浸式的正念體驗活動，一同探索以儀式培養內在平靜與自我覺知。活動由John Ho 主持，他將分享他個人和家人正念之旅的感悟。本地的身心靈合作夥伴: Bernice 蔡碧瑜, Newfound Life《怒放生活》創辦人｜個人成長｜健康管理師; Jessie Chang 聊心茶室 (HealYou); Joanna 陳芸緻, 正念減壓 (MBSR) 認證師資; Stephy 徐一瑄, 美國註冊藝術治療師 (ATR-BC), 紐約州創意藝術治療師 (LCAT); 也將介紹她們台灣正念領域的資源。您將透過與導師及與會者的分組互動，深度的探索最適合您的正面實踐方式。 本活動將中英雙語進行。 ----------------- In the opening remark, John will share the inspiration for this mindful connection session He will also share a simple wellbeing tool from one of his wellbeing partners to help ground the participants for the rest of the session. ------------------ Joanna: 30 min. 壓力之下的定錨練習 Anchoring Yourself in Times of Stress 在這30分鐘的引導中，將帶領大家進行一段身體掃描練習，與自己的身體連結，溫柔覺察當下感受。這個練習不僅有助於照顧身心健康，也是一種在壓力時刻中安定自己的方法。當我們將注意力帶回身體，就能找到一個穩定的定錨點，幫助自己在壓力之中保持平靜與穩定。 ------------------ Bernice: 55 min. 科技人情緒導航術：當人生不再只是解決問題 Emotional Navigation for Tech Professionals：Life Is More Than Problem‑Solving 每天忙不完的專案、永遠在線的生活，是否讓你越來越疲憊？ 即使工作穩定、家庭完整，內心卻總覺得空空的？ 你曾經問過自己：「我的人生，還有沒有其他可能？」 這場互動式工作坊，將陪你看懂那些反覆出現的問題，背後其實藏著哪些內在訊號。 你將帶走4個實用心理工具，不談抽象理念，而是一場幫助你轉化壓力、找回穩定與方向的 實戰練習。 This interactive workshop invites you to take a closer look at the recurring challenges in your life, and the deeper signals they might be pointing to. You’ll walk away with four practical psychological tools, not abstract theories, but grounded strategies to help you transform stress, regain balance, and rediscover your sense of direction ------------------ Break (5 min.) ------------------ HealYou Team: 70 min. Jessie, 聊心茶室CEO 《系統當機中，我決定自己重啟》 HealYou 聊心茶室的創辦人 Jessie Chang（張道芳），曾是科技業裡每天解 bug、交付產品的 PM，也曾是在螢幕前獨自對抗情緒低潮的那個人。 這一場 30 分鐘的分享，帶你走進 HealYou 的起點：從「我需要幫助」開始的旅程。她沒有離開科技，而是和一群工程師、設計師、心理師，一起打造出一個，讓人可以安心說出「我撐不下去了」的地方。 不要只是聽，邀請你親自嘗試，邀請來自紐約的藝術治療師 ——Stephy，一起進入 40 分鐘的藝術表達工作創作。不需繪畫要技巧，什麼都不用準 ——我們會引導你，讓手比語言更早說出心事。 System Crash. I Chose to Reboot. Jessie Chang, founder of HealYou, was once a product manager debugging systems by day—and quietly battling depression by night. In this 30-minute talk, she shares the story behind HealYou: a mental health platform built not out of ambition, but necessity. Instead of leaving tech, Jessie joined forces with engineers, designers, and therapists to create a space where people could finally say, “I’m not okay”—and be heard. But this isn’t just a story to listen to. We’re inviting you to feel it, too. Join Stephy, an art therapist from New York, for a 40-minute guided creative session. No drawing skills needed. No preparation required. Just your presence—and your willingness to let your hands speak what words often can’t. Stephy 《內在 debug：用藝術掃描你的情緒 bug》 Inner Debugging: Managing Stress through Art and Mindfulness 在科技高速發展的時代，我們習慣debug系統、優化效能，卻常忽略內在情緒系統也會悄悄累積「隱性bug」。 本場藝術表達體驗工作坊，將結合正念練習與創意圖像表達，引導參與者掃描自己的情緒狀態與壓力來源，透過簡單的筆與紙創作，釋放緊繃、重新連結身體與心靈，練習放下過度控制的需求。你將學習如何透過「非語言」的方式養成正念習慣，並帶走可以日常實踐的自我照顧工具。 In today’s fast-paced world of technology, we’re used to debugging systems and optimizing performance, but emotional stress can silently build up, like hidden bugs in our internal operating systems. This interactive art wellness session combines mindfulness with creative expression to help participants scan their emotional state, identify stress triggers, and release tension, using nothing more than pen and paper. You'll explore how to shift out of “over-control mode” and cultivate self-awareness through symbolic art-making. ------------------ Closing Remarks + Q&A: 10 min. John will do a quick recap and open up for Q&A with all the presenters.",Mandarin,"LEFUDE, TQLEEE, PNL8KT, WVJLCD, REB9UB",2025-08-10T13:00:00+08:00,2025-08-10T16:00:00+08:00,87,462,"language_zhtw, difficulty_elementary"
MQTNSZ,https://coscup.org/2025/sessions/MQTNSZ,BoF DAY2 Slot6,預約你的 BoF 時間（每場次一小時），讓這個周末成為你與朋友們的技術樂園。記得至此下方連結閱讀注意事項並登記。 https://blog.coscup.org/2025/07/bof2025.html,Mandarin,,2025-08-10T15:00:00+08:00,2025-08-10T16:00:00+08:00,81,462,"language_zhtw, difficulty_elementary"
NSFCP3,https://coscup.org/2025/sessions/NSFCP3,世界咖啡館：在資安圈，難道就沒有 open source 的立足之地？！,# 在資安圈，開源軟體的立足之地在哪裡？ ## 活動目標 * 激發與會者積極參與討論，共同探索開源軟體在資安領域的可能性 * 倡議並探討開源軟體在資安領域的發展潛力與改善方向 ## 進行方式 * 採用世界咖啡館（World Café）形式，分成 4-5 個討論桌 * 每桌設有固定桌長負責引導討論並記錄重點 * 參與者每 10-15 分鐘輪換桌次，進行三輪討論 * 每輪討論搭配不同但相關聯的主題，層層深入探討 * 最後一輪結束後，各桌進行成果分享與總結 ## 討論主題（暫定） * 在哪些資安場域會用到開源軟體 * 開源軟體會遇到的困難點 * 想要開源軟體怎樣在資安上幫助他們 * 開源軟體的資安問題 * 如何改善開源軟體生態系，讓開源軟體可用於更多資安場域,Mandarin,,2025-08-09T11:30:00+08:00,2025-08-09T12:20:00+08:00,83,441,"language_zhtw, difficulty_elementary"
QNVNXT,https://coscup.org/2025/sessions/QNVNXT,閒聊大食團,「閒聊大食團」是午餐時光的輕鬆聚會活動，讓參與者在享用美食的同時，與來自不同領域的夥伴們自由交流分享經驗、建立新連結，營造溫馨友善的社群氛圍。,Multilingual,,2025-08-09T12:20:00+08:00,2025-08-09T13:10:00+08:00,83,441,difficulty_elementary
SAPWCB,https://coscup.org/2025/sessions/SAPWCB,自由軟體與數位人權：為何開源是匿名工具的關鍵？,除了工作坊活動外，我們也想把握這次機會，一起來探討新聞媒體、獨立記者、公民團體與開源科技社群共同參與的可能，當然也想要邀請大家一起討論對於「匿名網路社群」的想像，我們可以透過怎樣的協助，不論在技術或是資源上的協調，希望透過這次的**圓桌討論會議**找到更多的可能！ **「自由軟體與數位人權：為何開源是匿名工具的關鍵？」** - 對記者、公民團體來說，開源為何重要？如何建立對工具的信任？ - 探討「可驗證性（verifiability）」、「抵禦審查」與「社群治理」等核心價值。 - 開源 vs 封閉商業資安工具：我們該怎麼選擇？ 活動詳細介紹可以參考以下頁面： - https://anoni.net/event-workshop-2025.html - https://pad.anoni.net/p/ws-note-d1-1130 - https://ooni-research.ocf.tw/docs/event-workshop-2025/ 或透過 Matrix 線上討論： https://matrix.to/#/#workshop-202508:im.anoni.net,Mandarin,QWBSWP,2025-08-09T11:30:00+08:00,2025-08-09T12:30:00+08:00,90,432,"language_zhtw, difficulty_elementary"
SL7RLP,https://coscup.org/2025/sessions/SL7RLP,如何在地化一套開源匿名工具包？,除了工作坊活動外，我們也想把握這次機會，一起來探討新聞媒體、獨立記者、公民團體與開源科技社群共同參與的可能，當然也想要邀請大家一起討論對於「匿名網路社群」的想像，我們可以透過怎樣的協助，不論在技術或是資源上的協調，希望透過這次的**圓桌討論會議**找到更多的可能！ **「如何在地化一套開源匿名工具包？」** - 從日常瀏覽（Tor）到作業系統（Tails）到網路監測（OONI），有哪些開源工具還可以納入？ - 工具包長怎樣？（如 Live USB image、本地語系包、手冊）？ - 推出「臺灣版本」的簡化套件（適合 NGO、記者、新手） 活動詳細介紹可以參考以下頁面： - https://anoni.net/event-workshop-2025.html - https://pad.anoni.net/p/ws-note-d2-1400 - https://ooni-research.ocf.tw/docs/event-workshop-2025/ 或透過 Matrix 線上討論： https://matrix.to/#/#workshop-202508:im.anoni.net,Mandarin,QWBSWP,2025-08-10T14:00:00+08:00,2025-08-10T15:00:00+08:00,90,432,"language_zhtw, difficulty_elementary"
U3ACVM,https://coscup.org/2025/sessions/U3ACVM,BoF DAY1 Slot4,預約你的 BoF 時間（每場次一小時），讓這個周末成為你與朋友們的技術樂園。記得至此下方連結閱讀注意事項並登記。 https://blog.coscup.org/2025/07/bof2025.html,Mandarin,,2025-08-09T13:00:00+08:00,2025-08-09T14:00:00+08:00,81,462,"language_zhtw, difficulty_elementary"
UJ8YNY,https://coscup.org/2025/sessions/UJ8YNY,Hacking Corner 1 DAY1,Hacking Corner 是一個能容納 10 人左右的交誼廳，供會眾自由交流！這是一個可以從快速打牌遊戲到進行長達數小時的開源馬拉松的多功能空間。無論是15分鐘的急速腦力激盪還是一場兩小時的代碼冒險，這裡都是實現你的創意與夢想的場所。 記得至此下方連結閱讀注意事項並登記。 https://blog.coscup.org/2025/07/bof2025.html,Mandarin,9NRTBF,2025-08-09T10:00:00+08:00,2025-08-09T16:00:00+08:00,96,462,"language_zhtw, difficulty_elementary"
UKW8CB,https://coscup.org/2025/sessions/UKW8CB,Tor/Tails 匿名網路工作坊,在數位監控與網路審查逐漸蔓延的環境中，新聞記者、公民團體與人權倡議者正面臨前所未有的資訊風險：通訊可能被攔截、身分可能被追蹤，受訪者的安全也面臨威脅。在這樣的時代，我們需要不只依賴平台，而是重新掌握通訊的主控權。 當新聞自由遭遇監控與審查，當倡議行動被監視、聲音被封鎖——我們還能如何安全發聲、守護人權與自由？ 本工作坊將由在地開源社群「匿名網路社群 anoni.net」提供技術支援與實務引導，介紹 Tor、Tails、OONI 等開源匿名網路工具，協助參與者建立第二安全裝置、匿名連線與進行網路審查偵測，提升行動與倡議的數位韌性。讓我們一起實踐資訊自由的基礎建設，用技術守護真相與抵抗壓迫。 活動詳細介紹可以參考以下頁面： - https://anoni.net/event-workshop-2025.html - https://pad.anoni.net/p/ws-note-d1-1330 - https://ooni-research.ocf.tw/docs/event-workshop-2025/ 或透過 Matrix 線上討論： https://matrix.to/#/#workshop-202508:im.anoni.net 工作坊報名： https://form.anoni.net/s/cmc5t86n8000hlj0199ocqw2m **Tor/Tails 匿名網路工作坊** 您將暸解： - 擁有第二個裝置的概念與使情境 - 如何透過分開處理工作與個人活動來保護您的網路線上身份與資料 - 瞭解 Tails 匿名作業系統 - Tails 如何與 Tor 洋蔥網路整合，以實現匿名瀏覽和通訊 - 瞭解 Tor 的原理 - 如何連線到 .onion 的網域網站 - 動手操作安裝 Tails - 如何在 USB 隨身碟上安裝並設定 Tails，以便安全地進行線上和離線的操作 提醒：活動進行時需要使用到筆記型電腦，報名此工作坊時請記得攜帶設備，現場有臨時搭建的網路可供教學時使用。,Mandarin,"QWBSWP, 7G9KQS",2025-08-09T13:30:00+08:00,2025-08-09T15:30:00+08:00,90,432,"language_zhtw, difficulty_elementary"
